Elapsed time (s),,Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
28.35,,-0.3652038574,-0.227142334,0.1802520752,-1.004074097,-0.2503051758,0.08605957031,-1.612037182,-1.657786131,0.300003767,0.07754699141,0.2672271729,0.3419176638,-322.9784546,-91.68717957,-82.27235413,-59.95031738,57.9861908,180.7632599
28.36,,-0.3365936279,-0.1350860596,0.04222106934,-0.9982910156,-0.2449645996,0.08822631836,-1.420698166,-1.405566335,0.2910078764,0.06887786835,0.2784428,0.3504371047,-322.7672729,-91.36346436,-81.59307861,-59.68063354,57.96405029,180.917511
28.37,,-0.356552124,-0.1034698486,-0.07292175293,-0.9892272949,-0.2443847656,0.09577941895,-1.229056597,-1.097911835,0.312196523,0.06936495751,0.270388335,0.3618540764,-322.2555847,-91.07893372,-81.21487427,-59.74420166,57.9702301,180.9512177
28.38,,-0.3778991699,-0.1266174316,-0.1795501709,-0.9779510498,-0.2462615967,0.1005554199,-1.030116081,-0.758351624,0.3465662003,0.06623867154,0.2579343319,0.3682334125,-322.9328613,-90.67312622,-80.77267456,-60.09533691,58.08477783,181.0011749
28.39,,-0.4175262451,-0.1226806641,-0.2278900146,-0.96144104,-0.2433166504,0.1031341553,-0.8406502008,-0.4981623888,0.4026276171,0.07448914647,0.2439122647,0.3580199182,-323.1972046,-90.39002991,-80.66343689,-59.85969543,57.82417297,180.9207458
28.40,,-0.4738922119,-0.111038208,-0.2141876221,-0.9390716553,-0.239440918,0.1086120605,-0.5944241881,-0.3564710319,0.4880519509,0.08849205077,0.2163336277,0.3399485052,-323.2190552,-89.48327637,-80.63139343,-60.06387329,58.00468445,180.7444153
28.41,,-0.506362915,-0.1441497803,-0.1875,-0.9246520996,-0.2431793213,0.1166687012,-0.2864064574,-0.2481200546,0.6149047017,0.1008413956,0.1907981783,0.3250582516,-322.5750732,-89.06686401,-80.456604,-59.67991638,58.01742554,181.2060699
28.42,,-0.4803466797,-0.2077026367,-0.1830444336,-0.9202270508,-0.2466430664,0.1199798584,0.1049674302,-0.06305219978,0.6970357895,0.1087041125,0.1583329141,0.3049372733,-323.0757751,-88.5352478,-79.92303467,-59.84350586,58.12712097,180.933197
28.43,,-0.4509735107,-0.2657318115,-0.2367553711,-0.9102478027,-0.248916626,0.1220092773,0.5409657955,0.2306324095,0.7018630505,0.1113643423,0.1179050654,0.2759833932,-323.7209167,-88.13891602,-79.63465881,-59.93836975,57.91801453,180.8427734
28.44,,-0.4331359863,-0.3017730713,-0.2607116699,-0.8995819092,-0.252532959,0.1228790283,0.9196947217,0.6292479634,0.5873662829,0.1100585908,0.07275090367,0.2402096689,-322.9465942,-87.58013916,-78.84591675,-59.92807007,58.08345032,181.09758
28.45,,-0.464263916,-0.3363189697,-0.2075805664,-0.8939819336,-0.2590026855,0.121383667,1.196135044,1.094197035,0.3699660599,0.102455534,0.02109223604,0.2094943672,-322.6964111,-86.52163696,-78.46311951,-60.12763977,58.26135254,181.115509
28.46,,-0.5416870117,-0.3455200195,-0.08642578125,-0.8975524902,-0.2642059326,0.1183166504,1.388418794,1.520993829,0.1297822297,0.08427440375,-0.02080621198,0.1802270263,-322.8489685,-85.71156311,-78.23716736,-59.73854065,58.0737915,181.1166229
28.47,,-0.63331604,-0.3189544678,0.05621337891,-0.9034881592,-0.2685089111,0.1150665283,1.518789053,1.813948512,-0.08713623136,0.06647223234,-0.04781279713,0.1580801755,-322.9489746,-85.1577301,-77.74581909,-60.13400269,58.17999268,181.0739746
28.48,,-0.7021331787,-0.2858428955,0.2108001709,-0.9151153564,-0.268737793,0.1177368164,1.634155869,1.954909325,-0.2772547603,0.05421237275,-0.0664043203,0.1411800236,-322.7061157,-84.24511719,-77.63066101,-59.848526,58.1036377,181.1343231
28.49,,-0.7450561523,-0.2410583496,0.3545074463,-0.9317016602,-0.2691955566,0.1207122803,1.732703209,1.984359384,-0.4399875104,0.03566771746,-0.05677566305,0.1344382316,-322.9916687,-83.33906555,-77.29458618,-59.85183716,58.14547729,181.1584473
28.50,,-0.7852478027,-0.2066345215,0.4980010986,-0.951171875,-0.2688140869,0.1178283691,1.796157241,1.947774529,-0.5983345509,0.02704253606,-0.04417172074,0.1288642436,-322.9090576,-82.52490234,-77.53118896,-59.95118713,58.34788513,181.0937042
28.51,,-0.8616790771,-0.1800842285,0.6314697266,-0.9580078125,-0.2642364502,0.1199035645,1.815077662,1.808915973,-0.7130640149,0.01847647876,-0.02916241251,0.1308863759,-322.9091492,-81.24671936,-77.06208801,-60.05189514,58.15487671,180.9312134
28.52,,-0.9374542236,-0.1522369385,0.7353515625,-0.9645080566,-0.260925293,0.123550415,1.811057925,1.529264092,-0.7140046954,0.01358798053,-0.01310514938,0.131819278,-323.2114563,-80.29917908,-77.22111511,-60.00083923,58.21478271,181.0648346
28.53,,-0.9394683838,-0.1339874268,0.8255004883,-0.9726715088,-0.2629852295,0.1276550293,1.785881996,1.204558372,-0.6319476366,0.001625327161,-0.001675128355,0.1430229396,-323.0178223,-79.551651,-77.55953979,-60.00752258,58.35499573,180.8939056
28.54,,-0.886138916,-0.1477661133,0.9240722656,-0.9812469482,-0.265625,0.125213623,1.772047162,0.8550374508,-0.4905401468,-0.009462743998,0.009047823027,0.1564276963,-323.3527222,-78.7144928,-77.46707153,-59.61946106,58.26261902,180.8485565
28.55,,-0.8047790527,-0.1640014648,0.9937896729,-0.9843444824,-0.2637634277,0.1251220703,1.787097216,0.5554621816,-0.3841061294,-0.02029515244,0.02902366221,0.1686912775,-323.7590942,-78.12266541,-78.10324097,-59.73599243,58.39454651,180.7487183
28.56,,-0.7599945068,-0.1736450195,1.016387939,-0.9795379639,-0.2632446289,0.1268310547,1.807102084,0.3472402394,-0.3949691653,-0.03543761745,0.04960377142,0.1688372195,-324.0790405,-77.56469727,-78.77827454,-59.89178467,58.39883423,180.6302795
28.57,,-0.7622680664,-0.1965942383,1.004653931,-0.9716033936,-0.2615814209,0.1256713867,1.82591784,0.2126467526,-0.4476819038,-0.04549504817,0.07322547585,0.1638706923,-324.1748657,-77.06991577,-79.21459961,-60.28143311,58.53616333,180.7781219
28.58,,-0.7433319092,-0.2038574219,0.9751739502,-0.9617767334,-0.2608337402,0.1257476807,1.832562089,0.1400588304,-0.5057944655,-0.04983626679,0.09521972388,0.1440889984,-324.8822021,-76.82852173,-80.12818909,-59.81343079,58.50436401,180.7330322
28.59,,-0.7070159912,-0.1959228516,0.9567108154,-0.9527282715,-0.2601928711,0.1327514648,1.829978824,0.1491796374,-0.5816580653,-0.05603690445,0.1057242975,0.1259949505,-324.9559631,-76.09376526,-80.66355896,-59.96038818,58.49964905,180.7474365
28.60,,-0.687789917,-0.1999359131,0.9528503418,-0.9410400391,-0.2612457275,0.136138916,1.826468587,0.1851030141,-0.6563035846,-0.06003217772,0.108809568,0.102193743,-325.9272461,-75.79997253,-80.95368958,-60.06826782,58.69441223,180.8614349
28.61,,-0.6669921875,-0.1953430176,0.9533233643,-0.9290924072,-0.262298584,0.1413116455,1.800522447,0.2323900908,-0.7172042131,-0.06518352777,0.09369107336,0.0709817633,-325.7743835,-75.69839478,-81.59390259,-60.03436279,58.54711914,180.823288
28.62,,-0.6354980469,-0.1675720215,0.9775238037,-0.9185943604,-0.2611541748,0.1459350586,1.70378387,0.3023449481,-0.7565446496,-0.07151226699,0.08641131967,0.04235464707,-326.204895,-75.66331482,-82.67004395,-59.63458252,58.73294067,181.002121
28.63,,-0.6171112061,-0.1460571289,1.019165039,-0.9179077148,-0.2611846924,0.1461334229,1.550421,0.3347457647,-0.7759404778,-0.07151705772,0.07372189313,0.03011236154,-326.2955933,-75.28253174,-83.58291626,-59.72261047,58.48480225,180.872757
28.64,,-0.6028900146,-0.1614379883,1.054214478,-0.9241638184,-0.2606506348,0.1459655762,1.430925488,0.2887159586,-0.7663896084,-0.07555787265,0.06602589041,0.02653360553,-326.8535156,-75.37225342,-84.47775269,-59.81358337,58.67282104,180.9039612
28.65,,-0.5737915039,-0.1744384766,1.082641602,-0.927154541,-0.257019043,0.1480712891,1.338212609,0.2118089199,-0.7381587625,-0.07504574955,0.05593916401,0.0203990154,-326.6425171,-75.07369995,-84.84288025,-59.87771606,58.64151001,180.8382111
28.66,,-0.5378875732,-0.1802368164,1.102828979,-0.9277648926,-0.2566375732,0.1540222168,1.256356597,0.1207288131,-0.6749334335,-0.06325460225,0.05408534035,0.02126507461,-327.0952759,-75.05528259,-85.26977539,-59.54901123,58.5284729,180.7930145
28.67,,-0.5128631592,-0.1862640381,1.079421997,-0.9366912842,-0.2604217529,0.1590423584,1.195663214,0.03740889207,-0.6030909419,-0.05104374141,0.05960820243,0.02187334001,-328.1791992,-75.33787537,-85.46508789,-59.69548035,58.45951843,180.8509369
28.68,,-0.5036621094,-0.172164917,1.030807495,-0.9382171631,-0.2623443604,0.1632995605,1.113919616,-0.01753984578,-0.5291624069,-0.03569115326,0.05959568545,0.01802001335,-328.1954651,-75.18955994,-86.14666748,-59.86656189,58.50973511,180.9778442
28.69,,-0.4959259033,-0.1535644531,0.9943084717,-0.9378356934,-0.2631225586,0.1660003662,1.015972495,-0.04492699355,-0.4698663056,-0.02378149517,0.05241740122,0.02204085328,-328.0480652,-75.49154663,-86.31251526,-59.76072693,58.65386963,181.0194244
28.70,,-0.4840393066,-0.1436157227,0.9635467529,-0.935760498,-0.2665710449,0.1674346924,0.9207274914,-0.05149275064,-0.4136208594,-0.01724370196,0.04496720806,0.02176175453,-328.3290405,-75.56228638,-86.07575989,-59.73680115,58.83702087,181.0008698
28.71,,-0.4630584717,-0.150390625,0.9474029541,-0.9381713867,-0.2719421387,0.1640472412,0.8436092734,-0.02692695521,-0.3684520721,-0.01566790976,0.03508368507,0.02410906367,-328.0995178,-75.74847412,-86.56904602,-59.74000549,58.6365509,180.8985596
28.72,,-0.447555542,-0.176651001,0.9449157715,-0.9406890869,-0.2768554688,0.1627502441,0.7875784636,0.01915105805,-0.3409503996,-0.01936943643,0.01848047413,0.02856879495,-328.0198364,-76.01428223,-86.01860046,-59.7938385,58.79040527,180.8756561
28.73,,-0.4451751709,-0.2051544189,0.9573516846,-0.9468078613,-0.2807769775,0.165145874,0.7417028546,0.06107853353,-0.310539484,-0.02019341849,0.01692172512,0.03970346972,-327.9734497,-76.47976685,-85.5324707,-59.83813477,58.7817688,180.8095551
28.74,,-0.4543151855,-0.2165527344,0.9838562012,-0.9489440918,-0.2825164795,0.1637268066,0.6872076988,0.0557516776,-0.2787392139,-0.015850069,0.03113075532,0.03390949592,-327.5377197,-76.64814758,-85.73616028,-59.48542786,58.90097046,180.9953613
28.76,,-0.4674530029,-0.1962890625,0.9972381592,-0.9466552734,-0.2810974121,0.1620635986,0.621584475,0.01216132473,-0.2315227091,-0.01025290415,0.04756991565,0.0201534722,-327.538147,-77.10058594,-85.2671814,-59.66229248,59.14250183,181.1447906
28.77,,-0.4587554932,-0.1631011963,0.9948425293,-0.939743042,-0.2793731689,0.1651153564,0.5434502363,-0.02395859547,-0.1704361886,0.0002948119363,0.05286854133,-0.0002575276885,-326.8143616,-77.3817749,-84.37226868,-59.85864258,59.10667419,180.9867096
28.78,,-0.4398193359,-0.137802124,0.9859924316,-0.9350891113,-0.2810821533,0.1731262207,0.4615420699,-0.02487072907,-0.1028869674,0.006187588442,0.04331658036,-0.01194880437,-326.5971069,-77.64505005,-83.32705688,-59.94902039,59.16452026,180.9942474
28.79,,-0.4216461182,-0.136505127,0.9743347168,-0.9369049072,-0.2887115479,0.173614502,0.3791877925,-0.003180613276,-0.04963892698,0.00129083416,0.03348578885,-0.02438949607,-326.2228394,-77.7593689,-82.78076172,-60.28242493,59.18438721,180.9873505
28.80,,-0.4155731201,-0.1481170654,0.9705963135,-0.9426422119,-0.2898406982,0.163192749,0.2811528444,0.0411959067,-0.03341521323,-0.006699980702,0.03011049889,-0.03076670133,-326.2229919,-77.72247314,-81.91427612,-59.65412903,59.20903015,180.9130096
28.81,,-0.4262390137,-0.1589050293,0.9847412109,-0.942565918,-0.2850036621,0.1595306396,0.1670252085,0.08957515657,-0.03238457069,-0.01040869858,0.01812334359,-0.03349510953,-326.1869507,-78.18157959,-81.18525696,-59.90585327,59.42634583,181.0553284
28.82,,-0.443862915,-0.162689209,1.002838135,-0.9454498291,-0.2787628174,0.1629943848,0.05741588771,0.1208686307,-0.02926308103,-0.01752200164,0.01602583751,-0.03452175856,-325.9129639,-78.22769165,-80.95335388,-60.03100586,59.32608032,181.0565338
28.83,,-0.4584197998,-0.1660003662,1.029312134,-0.9497070313,-0.2761077881,0.1675109863,-0.05997944623,0.1280993819,-0.01394191477,-0.0079207737,0.03214195743,-0.03730582818,-324.9966736,-78.05317688,-80.22457886,-59.91516113,59.45761108,181.3020172
28.84,,-0.4723358154,-0.1659851074,1.062271118,-0.9465942383,-0.2716827393,0.1728973389,-0.1770533323,0.113107644,0.018041851,0.009845173918,0.04931002483,-0.04375147447,-325.288208,-78.32453918,-80.20462036,-59.93984985,59.47358704,181.3200989
28.85,,-0.492980957,-0.1619110107,1.086532593,-0.9421081543,-0.2668609619,0.1810150146,-0.3018706441,0.09920062125,0.06069876626,0.03474386409,0.05429386348,-0.04513791576,-324.4310913,-78.54136658,-79.59915161,-59.88482666,59.31690979,181.2817841
28.86,,-0.5016021729,-0.1644287109,1.114868164,-0.9385528564,-0.2627563477,0.1894226074,-0.4538820088,0.1176621839,0.09394327551,0.0625475347,0.05238597468,-0.03961319104,-324.969635,-78.47569275,-79.77775574,-59.4519043,59.39047241,181.3766174
28.87,,-0.5052032471,-0.1544036865,1.17098999,-0.9394226074,-0.2633972168,0.19090271,-0.6453995109,0.1430623531,0.1280304044,0.0849654898,0.03533269092,-0.0323243849,-324.2878418,-78.79324341,-79.58705139,-59.67304993,59.43341064,181.3908691
28.88,,-0.5000305176,-0.1254425049,1.246536255,-0.9381561279,-0.2645263672,0.1860809326,-0.8540805578,0.1833567768,0.132385999,0.1067999527,0.01137515996,-0.03191132843,-324.4337769,-79.03834534,-79.74064636,-59.71162415,59.43740845,181.4955292
28.89,,-0.501449585,-0.06687927246,1.336303711,-0.9296264648,-0.2637481689,0.1834564209,-1.096838832,0.2262509763,0.1246500537,0.1258484721,-0.02242514864,-0.03808000684,-324.3188477,-78.97796631,-79.4598999,-59.7431488,59.45690918,181.597641
28.90,,-0.508605957,-0.01177978516,1.432388306,-0.9229888916,-0.2658843994,0.1809997559,-1.349669218,0.2396679819,0.123536855,0.1440975219,-0.05312553421,-0.05133589357,-324.4510193,-79.36367798,-79.30119324,-59.66429138,59.38720703,181.8267365
28.91,,-0.517288208,0.0352935791,1.512405396,-0.9186401367,-0.2701263428,0.1773681641,-1.591619253,0.2035669684,0.1125603691,0.1603470594,-0.07225981355,-0.06998174638,-324.2358093,-79.37754822,-79.36695862,-59.21269226,59.62854004,181.8423462
28.92,,-0.5273284912,0.07171630859,1.574905396,-0.920715332,-0.268951416,0.1724700928,-1.841105819,0.1231222004,0.1233190075,0.180718109,-0.08857141435,-0.08905796707,-324.3449707,-79.34191895,-79.51968384,-59.53379822,59.54205322,181.7843323
28.93,,-0.5121765137,0.1004638672,1.637252808,-0.9218902588,-0.2660827637,0.16355896,-2.113496304,0.007450992242,0.2041318268,0.1905425191,-0.1045277417,-0.09584210813,-324.0904236,-79.48809814,-78.89707947,-59.43692017,59.55645752,181.8793182
28.94,,-0.4727478027,0.1106567383,1.706085205,-0.9278106689,-0.2655029297,0.1587219238,-2.474247456,-0.1933782548,0.3437888026,0.1936192662,-0.1264223903,-0.1006134227,-323.6662598,-79.74342346,-79.2328186,-59.628479,59.68460083,182.0276031
28.95,,-0.4461212158,0.06785583496,1.783248901,-0.9346008301,-0.2680664063,0.1490936279,-2.825394154,-0.510913074,0.4916634858,0.1898341179,-0.1369453371,-0.1025498137,-323.7835693,-79.86746216,-78.8934021,-59.56503296,59.4750061,182.0033569
28.96,,-0.4361877441,0.01847839355,1.789398193,-0.9399414063,-0.2701721191,0.1422424316,-3.084296942,-0.8911530972,0.613576591,0.189585641,-0.1301018149,-0.1097565889,-323.7875366,-79.74514771,-78.52677917,-59.55195618,59.59031677,182.0758209
28.97,,-0.4116668701,0.01092529297,1.745361328,-0.9446411133,-0.2681274414,0.1371002197,-3.280445814,-1.250714421,0.7287447453,0.1880979985,-0.1127803475,-0.1182603315,-324.0435181,-79.96261597,-78.61485291,-59.29382324,59.58410645,182.1383667
28.98,,-0.3747406006,0.01441955566,1.685806274,-0.949508667,-0.2661132813,0.1357116699,-3.441024303,-1.600159287,0.8416233659,0.1900418401,-0.08812506497,-0.1295883507,-323.8753052,-79.6594696,-78.84866333,-59.79373169,59.73620605,181.9171143
28.99,,-0.3398895264,-0.009872436523,1.595169067,-0.9555664063,-0.2638092041,0.1339111328,-3.594219446,-1.919765472,0.9731326103,0.2015432417,-0.05109913647,-0.1260061413,-323.4614258,-79.59368896,-79.06910706,-59.70385742,59.62670898,181.8158569
29.00,,-0.2906188965,-0.07832336426,1.484619141,-0.9627075195,-0.2593841553,0.1322479248,-3.708664417,-2.17286706,1.064217806,0.2134238631,-0.02183179557,-0.1211410686,-323.8322754,-79.57336426,-78.80679321,-59.6338501,59.64930725,182.0516205
29.01,,-0.2488708496,-0.1497650146,1.376159668,-0.9700469971,-0.2537384033,0.1306915283,-3.807886839,-2.347245455,1.114730835,0.2285085469,0.00463816151,-0.1026438177,-323.8817749,-79.51608276,-79.07763672,-59.33287048,59.57099915,182.2849884
29.02,,-0.2156219482,-0.2468109131,1.295227051,-0.9692230225,-0.2550506592,0.1262359619,-3.858459949,-2.539221048,1.137084842,0.2358881533,0.01140685193,-0.07758507133,-323.9301453,-79.8249054,-78.7146759,-59.64326477,59.58470154,182.1474457
29.03,,-0.19871521,-0.3392791748,1.189407349,-0.9671936035,-0.2558441162,0.1234283447,-3.812745333,-2.704353333,1.068847179,0.2398525476,0.006507167593,-0.05813254416,-324.2733765,-79.7833252,-79.03405762,-59.52531433,59.73736572,182.4287262
29.04,,-0.2419128418,-0.386505127,1.079193115,-0.9615783691,-0.2552490234,0.1214599609,-3.722975492,-2.871128082,0.9811831117,0.2460643649,-0.001569400774,-0.04137673602,-323.4790039,-79.859375,-78.96510315,-59.19784546,59.57504272,182.2513123
29.05,,-0.2833557129,-0.4002990723,0.9826049805,-0.9509277344,-0.2552185059,0.1192169189,-3.627108812,-3.105911255,0.9898173213,0.2493541688,-0.007384412922,-0.02900475264,-323.1853943,-80.05209351,-78.88235474,-59.40512085,59.53479004,182.3492737
29.06,,-0.2772064209,-0.3702545166,0.846282959,-0.9424591064,-0.2581481934,0.1141815186,-3.506822109,-3.382724524,1.071084976,0.2506963909,-0.008591623977,-0.02756158635,-323.9599304,-79.80493164,-78.61219788,-59.4710083,59.59417725,182.2688293
29.07,,-0.2534637451,-0.3471221924,0.6578826904,-0.9308013916,-0.2568511963,0.1125793457,-3.339982748,-3.55999136,1.124734402,0.2543867528,-0.00834448263,-0.03657958284,-323.8760986,-79.97314453,-78.84985352,-59.49684143,59.5055542,182.3009338
29.08,,-0.2386016846,-0.3467407227,0.4628601074,-0.9191894531,-0.2537231445,0.1135101318,-3.199923277,-3.555844069,1.140826344,0.2599817812,-0.01482022461,-0.04999685287,-323.0316162,-79.79200745,-78.94308472,-59.27511597,59.46696472,182.2970734
29.09,,-0.2183990479,-0.3559265137,0.3133087158,-0.9090881348,-0.255569458,0.1136474609,-3.074831724,-3.375256062,1.115849614,0.2557883561,-0.03448047861,-0.07105846703,-323.747406,-80.20393372,-79.15357971,-59.34437561,59.55259705,182.4021454
29.10,,-0.2339324951,-0.3488769531,0.2036743164,-0.9013824463,-0.2598114014,0.1112060547,-2.940560102,-3.10520339,1.092130899,0.2392394841,-0.05229196697,-0.09217306972,-323.8266602,-80.24987793,-79.06665039,-59.34396362,59.59379578,182.424408
29.11,,-0.2850341797,-0.3006286621,0.143737793,-0.8997497559,-0.2613525391,0.1039276123,-2.7829144,-2.872233391,1.115706801,0.217367202,-0.05836663768,-0.1249901354,-323.6498413,-80.54232788,-78.88900757,-59.24043274,59.46994019,182.4761505
29.12,,-0.3171539307,-0.2239532471,0.1064605713,-0.9009857178,-0.2619018555,0.09526062012,-2.596319914,-2.692670822,1.143918753,0.191740945,-0.05884813517,-0.1563344747,-323.2958984,-80.24967957,-78.81976318,-59.39347839,59.51055908,182.4397278
29.13,,-0.3195495605,-0.1562957764,0.03144836426,-0.9084777832,-0.2595062256,0.09153747559,-2.351458549,-2.486021996,1.106715679,0.1640983969,-0.0442465581,-0.1803857535,-323.7723694,-80.11895752,-78.94017029,-59.43943787,59.32980347,182.521637
29.14,,-0.3383331299,-0.1063842773,-0.09687805176,-0.9222717285,-0.2558135986,0.09393310547,-2.106876612,-2.18185401,1.011542916,0.154654026,-0.01682558469,-0.1906573027,-323.5021362,-80.23522949,-78.74882507,-59.47406006,59.35687256,182.6243439
29.15,,-0.3582458496,-0.05178833008,-0.227935791,-0.9428100586,-0.2495269775,0.1014099121,-1.940142155,-1.755239606,0.9084370136,0.1499000192,0.004440821242,-0.193807289,-323.6820679,-79.88925171,-78.8195343,-59.54641724,59.29139709,182.6424713
29.16,,-0.3887176514,-0.001495361328,-0.3140411377,-0.9546356201,-0.2426452637,0.1118927002,-1.845957637,-1.312197566,0.8549743295,0.1586676687,0.01495391596,-0.1881952137,-323.3420715,-80.30895996,-78.93014526,-59.37652588,59.21931458,182.6746979
29.17,,-0.4415588379,0.01118469238,-0.3284454346,-0.9626922607,-0.2422943115,0.1195678711,-1.784655094,-0.925151825,0.8568145633,0.1616355032,0.02238093875,-0.1767108589,-323.4737549,-79.9032135,-78.52033997,-59.60702515,59.24234009,182.7851257
29.18,,-0.5067901611,0.008026123047,-0.2735290527,-0.9738922119,-0.2454681396,0.12059021,-1.669534564,-0.63370502,0.8605472445,0.154585585,0.01579707302,-0.1621087492,-323.5333862,-79.65982056,-78.76441956,-59.48594666,59.07240295,182.6599731
29.19,,-0.5950012207,0.01663208008,-0.1892089844,-0.9771270752,-0.2478790283,0.1194610596,-1.527139425,-0.4580083191,0.8869910836,0.1475612223,0.007086671423,-0.1483207643,-323.6604614,-79.82554626,-78.56192017,-59.39373779,58.83070374,182.7601624
29.20,,-0.6817779541,0.04362487793,-0.0951385498,-0.981048584,-0.2495422363,0.1204986572,-1.387379408,-0.4229517877,0.9179151654,0.1454429477,0.002816026565,-0.1464978307,-323.8705444,-79.23851013,-78.26264954,-59.39082336,58.93713379,182.6690979
29.21,,-0.7675628662,0.09452819824,-0.01956176758,-0.9812927246,-0.2514038086,0.1232757568,-1.246629477,-0.4910307229,0.9561302066,0.1406745613,0.01878620498,-0.1461356431,-323.4006348,-78.79972839,-78.54338074,-59.68247986,58.81187439,182.7516632
29.22,,-0.8198394775,0.1434326172,0.02125549316,-0.9901275635,-0.2499084473,0.1246643066,-1.13736105,-0.5450851321,0.9941859841,0.1328632385,0.04354534671,-0.1326059848,-323.7137756,-78.69529724,-78.24320984,-59.35102844,58.77323914,182.7993164
29.23,,-0.8321838379,0.1753387451,0.02270507813,-0.9996032715,-0.2473754883,0.1209411621,-1.056607842,-0.5341302156,1.008002758,0.134604156,0.07762395591,-0.1123265401,-324.0982361,-78.50331116,-78.25793457,-59.68415833,58.96815491,182.819046
29.24,,-0.8261260986,0.1467590332,0.01577758789,-1.008346558,-0.2435913086,0.124206543,-0.9976177216,-0.4665437341,0.9875717759,0.1417672485,0.1077821255,-0.08847872913,-323.8222656,-78.17166138,-78.52503967,-59.63752747,58.80175781,182.7339172
29.25,,-0.8039703369,0.07395935059,0.03916931152,-1.007583618,-0.2422332764,0.1285400391,-0.9172834754,-0.3691135943,0.9872846603,0.1469100863,0.1355604976,-0.0528440401,-323.9375,-77.99552917,-78.75144958,-59.32272339,58.77429199,182.8492432
29.26,,-0.7826690674,-0.01264953613,0.05749511719,-1.001693726,-0.2422637939,0.1326904297,-0.8269701004,-0.2190878689,0.9552862644,0.1531575918,0.1371357441,-0.02163738385,-323.9338074,-77.39678955,-79.06465149,-59.36865234,58.83483887,182.8509827
29.27,,-0.837020874,-0.01721191406,0.09623718262,-0.9903259277,-0.2444000244,0.1334991455,-0.7890871763,-0.1076348498,0.9402987957,0.1507540941,0.1358294636,-0.004266916774,-324.3496094,-76.61004639,-79.46855164,-59.27403259,58.8155365,182.5818787
29.28,,-0.8914489746,0.05619812012,0.1546478271,-0.9763946533,-0.247177124,0.12940979,-0.7732634544,-0.112351045,0.9713984132,0.1427931041,0.1407632381,0.005522064399,-325.3046875,-75.9120636,-79.71644592,-59.51429749,58.84962463,182.7287445
29.29,,-0.8879241943,0.1141815186,0.1839447021,-0.9642333984,-0.2540435791,0.1213531494,-0.7573516369,-0.1529749036,1.015812993,0.1321050376,0.1359309405,-0.003175020684,-325.7236328,-76.22058105,-80.98152161,-59.34623718,58.7804718,182.8897247
29.30,,-0.8514709473,0.1164550781,0.1891479492,-0.947845459,-0.2555236816,0.1181640625,-0.7626236081,-0.1498725861,1.025533557,0.1209021881,0.1297558695,-0.01818619482,-326.2709351,-75.73977661,-81.76766968,-59.24961853,58.69882202,182.6654053
29.31,,-0.8428192139,0.06092834473,0.1852416992,-0.9387512207,-0.2573242188,0.1206817627,-0.7915098667,-0.0819214955,1.027111769,0.1093501896,0.1299327016,-0.03279016912,-326.8164673,-75.72438049,-83.24833679,-59.32106018,58.81463623,182.6163483
29.32,,-0.8153686523,-0.02024841309,0.1988220215,-0.9349822998,-0.2595062256,0.1182861328,-0.8248534203,0.01858353801,1.044607401,0.1014025211,0.1250806898,-0.03909094259,-327.6852417,-75.4289856,-84.25996399,-59.22360229,58.9564209,182.6235199
29.33,,-0.799621582,-0.04396057129,0.2525177002,-0.9371337891,-0.2644348145,0.12159729,-0.7901998162,0.06841474026,1.107811928,0.0903615877,0.1177950725,-0.04904450849,-328.0309448,-75.00418091,-85.58995056,-59.35900879,58.77716064,182.74617
29.34,,-0.810256958,-0.02282714844,0.2846069336,-0.9366607666,-0.267791748,0.1232910156,-0.7354183197,0.0262848679,1.210773706,0.07727747411,0.099233374,-0.05108448863,-328.0807495,-75.03686523,-87.02178955,-59.68998718,58.90913391,182.8100891
29.35,,-0.849609375,0.03125,0.2798309326,-0.932144165,-0.2724914551,0.123260498,-0.7020590305,-0.04703249037,1.299601316,0.06560377777,0.07226967067,-0.07094341516,-328.700592,-74.98033142,-88.31968689,-59.83222961,59.18696594,182.8814087
29.36,,-0.8679046631,0.07711791992,0.254776001,-0.9289398193,-0.2783050537,0.1272125244,-0.6792567968,-0.1090503186,1.331310272,0.06130516902,0.04302762821,-0.09401251376,-329.093811,-74.77145386,-90.26104736,-59.52455139,59.19232178,182.8956146
29.37,,-0.888168335,0.06553649902,0.2237091064,-0.927444458,-0.2838287354,0.1304931641,-0.6826547384,-0.0941605866,1.311132789,0.05903881788,0.01664768532,-0.1143476143,-329.963623,-74.83499146,-91.70768738,-59.83676147,59.15612793,182.5188446
29.38,,-0.8949737549,0.04066467285,0.189956665,-0.9403381348,-0.2833251953,0.1331329346,-0.6818717718,0.01813213155,1.273206234,0.06155630574,0.005763346795,-0.1209125742,-329.7786865,-75.40869141,-93.23843384,-59.92858887,59.1650238,182.7469025
