,timekeeper,Elapsed time (s),Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
262,260.0,21.74,-0.3163452148,0.466293335,-1.099655151,-0.1199798584,0.2566680908,-0.960144043,0.7210348845,0.6035854816,0.5882059932,0.03874313459,-0.04598746449,-0.01988688856,-304.871521,-57.11976624,-136.1235657,-6.657653809,72.56230164,137.8611298
263,261.0,21.75,-0.2416992188,0.4871063232,-1.182113647,-0.1240539551,0.258605957,-0.9622192383,0.6672413945,0.748891294,0.5290672779,0.04861600697,-0.0562254563,-0.01892468892,-305.1418457,-57.01293945,-135.9914093,-6.49382019,72.48356628,137.6222534
264,262.0,21.76,-0.1342010498,0.5261077881,-1.165405273,-0.1291809082,0.2544708252,-0.9593353271,0.6484608054,1.063687801,0.440259397,0.06208254397,-0.04625830799,-0.01095384825,-305.3244019,-56.88212585,-135.780304,-6.456710815,72.61035156,137.8350372
265,263.0,21.77,-0.1817932129,0.5922393799,-1.087966919,-0.1320495605,0.2500152588,-0.9623718262,0.6406513453,1.327159643,0.3610889614,0.06684028357,-0.04007817805,-0.007578557357,-305.2979736,-56.40661621,-135.5611572,-6.56552124,72.51364136,137.6424408
266,264.0,21.78,-0.213394165,0.6655731201,-1.03956604,-0.1305847168,0.2476501465,-0.9664611816,0.584656775,1.117070675,0.4107712805,0.07044753432,-0.03270361945,-0.004636297002,-305.5450439,-56.72976685,-135.0586548,-6.414077759,72.57365417,137.7360077
267,265.0,21.79,-0.2054138184,0.6744537354,-0.9055023193,-0.1321411133,0.2399902344,-0.9638519287,0.4494094849,1.001191139,0.3852081299,0.07299404591,-0.02660098486,-0.000683899736,-306.3229675,-56.20529175,-135.1157532,-6.534072876,72.61437988,137.6212158
268,266.0,21.8,-0.2276306152,0.5528869629,-0.7708129883,-0.1315612793,0.2335662842,-0.9605407715,0.3582122028,1.110606074,0.2452310622,0.06899850816,-0.03551058844,0.003349457635,-306.1903076,-55.80786133,-134.7385712,-6.204483032,72.75726318,137.7682953
269,267.0,21.81,-0.2623138428,0.432800293,-0.7116088867,-0.1295166016,0.2327880859,-0.9562683105,0.3463768661,1.069537163,0.1606442779,0.06816413999,-0.05051910132,0.006037119776,-306.7515869,-56.02514648,-134.4395447,-6.283905029,72.74453735,137.9207001
270,268.0,21.82,-0.2573242188,0.4078674316,-0.7288208008,-0.1290283203,0.2290649414,-0.9585266113,0.3177596033,0.8395772576,0.3251796961,0.07220522314,-0.06238001958,0.01579600759,-306.9411621,-55.37010193,-133.8921356,-5.979385376,72.88719177,137.6828766
271,269.0,21.83,-0.4158477783,0.4738006592,-0.866607666,-0.1272277832,0.2291717529,-0.9628601074,0.2796513438,0.3485018015,0.5387686491,0.06616383791,-0.06920330226,0.01715848036,-307.9702759,-55.32907104,-133.5369873,-6.240844727,72.91333008,138.0193634
272,270.0,21.84,-0.4336700439,0.5749816895,-0.84715271,-0.1241149902,0.2294616699,-0.9714050293,0.3753770888,0.5711660385,0.3857487738,0.05082749575,-0.0742790252,0.01059352234,-308.4018555,-55.0896759,-133.0458374,-6.138687134,72.89759827,137.9170074
273,271.0,21.85,-0.2797698975,0.6177978516,-0.7152099609,-0.1170043945,0.227722168,-0.9791107178,0.5268893838,1.110679865,0.3112782538,0.03104393557,-0.07425931841,-0.009706689045,-308.5233154,-55.38670349,-132.3149261,-6.060531616,72.98835754,137.8829651
274,272.0,21.86,-0.358505249,0.646270752,-0.7724761963,-0.1097869873,0.2279815674,-0.9811096191,0.51385957,0.9565656185,0.3410318792,0.01991059072,-0.07004353404,-0.03734204546,-309.2086792,-54.99432373,-131.7946014,-5.967178345,73.03321838,137.9712372
275,273.0,21.87,-0.2686309814,0.5083618164,-0.7970275879,-0.1100463867,0.2338104248,-0.9796447754,0.5867183805,0.9540278912,0.2363030761,0.01810070686,-0.05559907854,-0.06756013632,-309.3931274,-54.8082428,-131.8280792,-6.089645386,73.04650879,138.0719604
276,274.0,21.88,-0.3195037842,0.3596191406,-0.6662597656,-0.115737915,0.2370605469,-0.9739379883,0.7063779235,1.087213993,0.1901299953,0.017117735,-0.04056340456,-0.09419041127,-309.6589355,-54.38652039,-131.4344177,-6.34286499,73.20640564,138.0353088
277,275.0,21.89,-0.346206665,0.3519592285,-0.5928649902,-0.1245422363,0.2416381836,-0.9713897705,0.7157343626,0.9265395403,-0.005319131538,0.02218226716,-0.02064615674,-0.1042542309,-309.7084351,-54.74813843,-130.9517517,-6.403076172,73.09822083,137.9437256
278,276.0,21.9,-0.3460388184,0.3385467529,-0.6431274414,-0.135925293,0.244140625,-0.96925354,0.7851555347,0.6526038647,-0.1957830787,0.02718821168,-0.005723399576,-0.1017825529,-310.2990723,-54.67854309,-130.9061432,-5.926956177,73.24459839,138.0328217
279,277.0,21.91,-0.3201446533,0.3826904297,-0.6062469482,-0.1433563232,0.2461395264,-0.9686737061,0.8164460659,0.6245679855,-0.328797847,0.03100105934,-0.01161590964,-0.08751094341,-310.6138916,-54.61190796,-130.3957977,-6.107879639,73.35041809,137.9779205
280,278.0,21.92,-0.308013916,0.4492034912,-0.5534667969,-0.1451263428,0.249130249,-0.9701385498,0.7653980851,0.5386679769,-0.4712745845,0.03235474229,-0.0223889295,-0.06748583168,-310.7276001,-54.28903198,-130.3674927,-6.200576782,73.08462524,137.9533539
281,279.0,21.93,-0.3191833496,0.4949493408,-0.58984375,-0.1494140625,0.2507324219,-0.9711303711,0.7014265656,0.363743335,-0.6094822288,0.03434598818,-0.02446699329,-0.03790237382,-311.6321106,-54.19602966,-129.9762421,-6.294494629,73.17823792,138.1327362
282,280.0,21.94,-0.3227996826,0.5706481934,-0.654083252,-0.1509399414,0.2496032715,-0.9750671387,0.6670238376,0.3458532691,-0.7515808344,0.03542829677,-0.03004871309,-0.01018525939,-311.7824707,-54.10018921,-129.8981934,-6.000610352,73.36433411,138.0833282
283,281.0,21.95,-0.3502960205,0.7688140869,-0.7673187256,-0.1458740234,0.2467956543,-0.9706420898,0.6089965105,0.3158269227,-0.7812439203,0.03217018768,-0.03919161111,0.007251787465,-311.7791443,-54.27775574,-129.3319244,-6.090332031,73.1975708,137.8287659
284,282.0,21.96,-0.3746185303,0.9847717285,-0.9262237549,-0.1420288086,0.2423400879,-0.9677734375,0.5602231026,0.3797396123,-0.7601031661,0.02820181102,-0.04838430882,0.01910711452,-312.6058044,-54.28396606,-129.1309967,-6.222442627,73.26580811,137.8971252
285,283.0,21.97,-0.4964447021,1.084762573,-1.052032471,-0.1352996826,0.2410430908,-0.9636230469,0.5442460179,0.6291001439,-0.7178726196,0.02386005968,-0.04780081287,0.02410027571,-312.6763611,-54.36599731,-128.5635223,-6.507797241,73.3848877,138.1042328
286,284.0,21.98,-0.6319122314,1.091934204,-1.023101807,-0.133026123,0.2396240234,-0.9590301514,0.4365176558,0.7217824459,-0.5849465728,0.02449868433,-0.04778004065,0.0238861572,-313.0597534,-53.96769714,-128.4674683,-6.350540161,73.32269287,137.9515381
287,285.0,21.99,-0.5176239014,1.018539429,-0.7924957275,-0.1267242432,0.2409210205,-0.9581756592,0.2206404954,0.8056133986,-0.5190213323,0.02309466712,-0.04622342065,0.01683650352,-313.0673523,-53.90591431,-127.6606903,-6.394500732,73.23033142,137.946701
288,286.0,22.0,-0.5649108887,0.9167327881,-0.6442718506,-0.1208953857,0.2454986572,-0.955581665,0.06716012955,0.8155968189,-0.4646718204,0.02103204839,-0.0545010604,0.002510561841,-313.8702393,-53.86405945,-127.3192444,-6.223800659,73.20274353,138.0226898
289,287.0,22.01,-0.6969146729,0.8672485352,-0.6076507568,-0.1148223877,0.2492980957,-0.9531860352,0.04909910262,0.6795918345,-0.4236125052,0.02212314494,-0.06671697646,-0.011213772,-314.290741,-53.68582153,-126.8868256,-6.525497437,73.33462524,137.9818878
290,288.0,22.02,-0.616394043,0.8379974365,-0.5581665039,-0.1143341064,0.2546844482,-0.9483032227,0.06947255135,0.5212727785,-0.3560563922,0.0360602662,-0.07262866199,-0.02530136146,-314.429657,-53.80810547,-126.1790009,-6.337554932,73.38104248,137.8888855
291,289.0,22.03,-0.5849609375,0.8189544678,-0.5821075439,-0.117980957,0.2574768066,-0.9479217529,0.1298520118,0.3812693357,-0.285059154,0.04633340985,-0.07592485845,-0.03568395972,-314.9873352,-53.60386658,-125.9650879,-6.412231445,73.19897461,137.958725
292,290.0,22.04,-0.6121673584,0.8553466797,-0.622756958,-0.1225891113,0.2605285645,-0.95262146,0.1472475082,0.2658117115,-0.1579100043,0.05093402043,-0.08203867823,-0.04722983018,-315.4763489,-53.83694458,-125.4840393,-6.569824219,73.3021698,137.9622803
293,291.0,22.05,-0.6371459961,0.9226531982,-0.6364135742,-0.1301727295,0.2637176514,-0.9573669434,0.123698242,0.1868127584,-0.03554813936,0.05601799488,-0.08834104985,-0.05362967402,-315.1797791,-53.60527039,-125.4497528,-6.406555176,73.11981201,137.8993683
294,292.0,22.06,-0.5993804932,0.9298400879,-0.6497039795,-0.1390228271,0.2674255371,-0.9616394043,0.143367812,0.2702383995,0.1280961782,0.05857888982,-0.08889205754,-0.04156901315,-315.4423218,-53.77212524,-124.9908905,-6.622253418,72.99133301,137.83815
295,293.0,22.07,-0.6155700684,0.8910827637,-0.6731719971,-0.1491088867,0.2706298828,-0.9668884277,0.1823650151,0.287055999,0.2004739791,0.06121222302,-0.08879031986,-0.02077824809,-316.0632935,-53.8377533,-125.2324829,-6.544830322,72.97627258,137.9207306
296,294.0,22.08,-0.6475982666,0.819152832,-0.7261199951,-0.1534881592,0.2705993652,-0.9636535645,0.2270504534,0.2545201778,0.1396963745,0.06516461819,-0.08654873818,-0.002365685999,-316.6218872,-53.64401245,-124.6116638,-6.394439697,73.22489929,137.8303375
297,295.0,22.09,-0.4864959717,0.7842712402,-0.6993865967,-0.1509094238,0.2700958252,-0.9609069824,0.2119649798,0.2929416001,0.1335183829,0.0668919459,-0.09190222621,0.01666739397,-316.8496704,-53.7361145,-124.1740112,-6.175109863,73.06103516,137.8561554
298,296.0,22.1,-0.4296569824,0.720993042,-0.6546783447,-0.1510925293,0.2689971924,-0.9590911865,0.1987706125,0.2847571671,0.1388159394,0.0671518743,-0.09716117382,0.03655721247,-316.7728271,-53.81550598,-123.6361237,-6.206604004,73.10920715,137.8270569
299,297.0,22.11,-0.4451751709,0.6413879395,-0.6389312744,-0.1524658203,0.2657318115,-0.9515838623,0.1809223741,0.2527124286,0.07646281272,0.08109991252,-0.1009074375,0.05868515,-317.2209778,-53.41142273,-123.2281952,-6.128677368,73.05786133,137.8816071
300,298.0,22.12,-0.4270935059,0.6206054688,-0.6142425537,-0.1460418701,0.2617340088,-0.9474945068,0.1107225195,0.4204026163,0.0494562313,0.08574073762,-0.1017127782,0.06710207462,-317.3582764,-53.50157166,-122.7507935,-6.020812988,73.04652405,137.8466339
301,299.0,22.13,-0.401763916,0.6435394287,-0.6530914307,-0.1412353516,0.2579956055,-0.9489746094,0.008543420583,0.4416687489,0.01819098741,0.08710693568,-0.1015271544,0.06389509141,-318.0625305,-53.29772949,-122.2593536,-6.133270264,73.02972412,137.7994232
302,300.0,22.14,-0.4041137695,0.6297149658,-0.7017669678,-0.1361694336,0.2575378418,-0.9581298828,-0.05224243179,0.4676537514,-0.09777502716,0.08462513983,-0.09666156024,0.06505676359,-318.2478027,-52.45118713,-122.2200928,-6.079986572,72.85264587,137.7419586
303,301.0,22.15,-0.4063873291,0.6223907471,-0.6930541992,-0.1343383789,0.2572631836,-0.9658355713,-0.09867331386,0.5410465002,-0.2168766558,0.07979682833,-0.0840126127,0.05968756601,-317.7035522,-52.47151184,-121.8127747,-6.139846802,72.96562195,137.795166
304,302.0,22.16,-0.3607330322,0.6581573486,-0.6853485107,-0.1333312988,0.259765625,-0.9688720703,-0.1628411114,0.3863290548,-0.2821089327,0.07415811718,-0.07240309566,0.04936914891,-317.204895,-52.17788696,-121.4079132,-5.964752197,72.83422852,137.7501526
305,303.0,22.17,-0.3452148438,0.6362609863,-0.6739959717,-0.1320800781,0.2592926025,-0.9732818604,-0.1706401855,0.3210968077,-0.2707449496,0.06634946167,-0.05809472874,0.04451154172,-317.0120544,-51.5816803,-120.9382019,-6.023681641,72.71134949,137.8870239
306,304.0,22.18,-0.3639068604,0.5677490234,-0.6747894287,-0.1331176758,0.2597961426,-0.9747161865,-0.1511058956,0.4312051833,-0.3312471807,0.06594226509,-0.04447558895,0.04065421969,-316.9840698,-51.0763092,-121.5232697,-6.110961914,72.84069824,137.7149506
307,305.0,22.19,-0.3448028564,0.4987182617,-0.6900939941,-0.1312103271,0.2577667236,-0.9703063965,-0.1735512763,0.4895108342,-0.4314565957,0.06391400099,-0.03431749344,0.0306457933,-317.0338135,-51.05862427,-121.0838623,-6.108917236,72.62467957,137.5596008
308,306.0,22.2,-0.3710632324,0.4895172119,-0.6706390381,-0.1307830811,0.2518920898,-0.9714508057,-0.2698884606,0.5154851675,-0.48461622,0.05719244853,-0.02593572624,0.02495834604,-317.7799683,-50.83874512,-120.4872437,-6.354095459,72.57173157,137.6242218
309,307.0,22.21,-0.3526763916,0.5360717773,-0.631362915,-0.1280517578,0.2499237061,-0.9768829346,-0.396882385,0.6525767446,-0.5556246042,0.04487239942,-0.01704263315,0.02212820575,-317.7597046,-50.48464966,-120.464386,-6.387420654,72.70939636,137.6127167
310,308.0,22.22,-0.3442077637,0.6049804688,-0.6697235107,-0.1284179688,0.2507019043,-0.98387146,-0.5033209324,0.7545915246,-0.614569962,0.0327427648,-0.008506668732,0.02674932219,-316.9038391,-50.48588562,-119.9312134,-6.582244873,72.66932678,137.6122894
311,309.0,22.23,-0.3386383057,0.67237854,-0.7866821289,-0.130355835,0.2510528564,-0.9836730957,-0.5362767577,0.6789236665,-0.6429701447,0.02410214022,-0.007087470498,0.0388675034,-316.7150269,-50.29853821,-119.5285645,-6.616256714,72.73225403,137.6169891
312,310.0,22.24,-0.3265380859,0.7006225586,-0.8472747803,-0.1299591064,0.250289917,-0.9799194336,-0.5425381064,0.6519306302,-0.7018308043,0.01960672438,-0.01058979332,0.05715676397,-316.9673462,-49.70626831,-119.3107452,-6.425354004,72.5896759,137.4953766
313,311.0,22.25,-0.3407592773,0.6959533691,-0.8416442871,-0.1296844482,0.2524414063,-0.9759521484,-0.589410007,0.7801056504,-0.7826404572,0.02510455437,-0.01094106492,0.07574535906,-316.7179565,-50.07806396,-119.2832489,-6.700546265,72.6096344,137.4581299
314,312.0,22.26,-0.2873840332,0.6747589111,-0.797668457,-0.1263275146,0.2521820068,-0.9712371826,-0.6718335152,0.8294015527,-0.8084382415,0.02478417568,-0.008695220575,0.08673782647,-317.2774048,-50.01301575,-119.1188507,-6.472793579,72.52215576,137.5231934
315,313.0,22.27,-0.366897583,0.6009216309,-0.7160186768,-0.117767334,0.2507324219,-0.972366333,-0.7234674096,0.9426735044,-0.8137099743,0.02015666664,-0.01735768467,0.09332701564,-317.0371704,-49.87440491,-119.2346954,-6.461654663,72.28399658,137.4111633
316,314.0,22.28,-0.3949737549,0.5520935059,-0.662902832,-0.1098327637,0.2507476807,-0.9755249023,-0.764200449,1.079945683,-0.885576427,0.01498294435,-0.02690858021,0.09937479347,-317.2015381,-49.97064209,-118.8499146,-7.001953125,72.2338562,137.3739929
317,315.0,22.29,-0.3220672607,0.5877685547,-0.6255187988,-0.1064147949,0.2508239746,-0.9749298096,-0.836314857,1.140407085,-0.9139681458,0.01446655765,-0.03481443971,0.1046148241,-317.4884644,-50.10461426,-118.897583,-6.804428101,72.304245,137.4093933
318,316.0,22.3,-0.3360900879,0.6728668213,-0.601272583,-0.1049041748,0.2465820313,-0.9732666016,-0.9198095202,1.081930995,-0.9196646214,0.009258213453,-0.04440687969,0.1098532602,-317.2194519,-49.79536438,-118.4236145,-6.683792114,72.2817688,137.570816
319,317.0,22.31,-0.3639526367,0.6988220215,-0.582321167,-0.1018218994,0.2443695068,-0.9770050049,-0.9268892407,1.087795258,-0.9609345794,0.002234924817,-0.04444496334,0.1134815514,-318.1973267,-50.01304626,-118.4076538,-6.713745117,72.22845459,137.3725739
320,318.0,22.32,-0.3426208496,0.6816558838,-0.5706329346,-0.09536743164,0.2406921387,-0.9792938232,-0.8595770597,1.040868044,-0.9611135125,-0.00510767661,-0.04409874976,0.1017300934,-317.2608032,-49.82321167,-118.2462311,-6.59602356,72.17274475,137.2365723
321,319.0,22.33,-0.4070892334,0.6748504639,-0.5667877197,-0.08805847168,0.2413787842,-0.9801483154,-0.7863838077,0.8474106789,-0.9566655159,-0.00964703504,-0.04471367598,0.08345015347,-317.6335754,-49.81175232,-117.9373932,-6.692382813,71.96913147,137.2300568
322,320.0,22.35,-0.4171142578,0.6864776611,-0.558807373,-0.08290100098,0.2415618896,-0.9818115234,-0.7480108142,0.8054816127,-0.9895159006,-0.01657444984,-0.04310832173,0.0666847527,-317.6346741,-49.81321716,-117.9702606,-6.608291626,72.0266571,137.2510834
323,321.0,22.36,-0.3692474365,0.7258911133,-0.5844116211,-0.08026123047,0.2409362793,-0.9819946289,-0.7435926795,0.7765575051,-0.9581438303,-0.02790966257,-0.0469997339,0.0464556478,-318.0783386,-49.84898376,-117.6814423,-6.405151367,72.13671875,137.297348
324,322.0,22.37,-0.382232666,0.7197723389,-0.6290283203,-0.07997131348,0.2418365479,-0.9817810059,-0.7307384014,0.7467842102,-0.9683285356,-0.03116510995,-0.04080308974,0.03552523628,-318.019104,-50.03613281,-117.4411774,-6.631134033,72.01872253,137.1791534
325,323.0,22.38,-0.3630371094,0.6784973145,-0.6546173096,-0.08430480957,0.2429656982,-0.9805450439,-0.7088474631,0.8178032637,-1.00243485,-0.03497902304,-0.03520565853,0.01751694269,-318.0123291,-49.74617004,-116.9151306,-6.800964355,71.99383545,137.1921692
326,324.0,22.39,-0.3354187012,0.6383666992,-0.6673431396,-0.08294677734,0.2408447266,-0.9797363281,-0.6884111762,0.887624383,-1.042194843,-0.04482659325,-0.02589817531,-0.002321477514,-317.8447266,-49.78361511,-116.8790741,-6.623718262,71.95024109,137.2792206
327,325.0,22.4,-0.3444976807,0.6103363037,-0.6721191406,-0.08251953125,0.2383728027,-0.9786682129,-0.6990451813,0.9364928603,-1.131133676,-0.05043441057,-0.01000762638,-0.0269400049,-318.2792358,-49.36528015,-116.6555634,-6.471710205,71.82116699,137.1730957
328,326.0,22.41,-0.3066101074,0.6397705078,-0.6732635498,-0.08444213867,0.2406158447,-0.9747467041,-0.7773013711,0.8315797448,-1.227298379,-0.05213883519,0.004537227564,-0.05405311659,-317.7876587,-49.80702209,-117.1754761,-6.271087646,71.83947754,137.1257782
329,327.0,22.42,-0.3029022217,0.7214508057,-0.6203765869,-0.08430480957,0.240814209,-0.9715576172,-0.8819409609,0.8033694625,-1.228703737,-0.05926811695,0.01799364761,-0.07443535328,-318.2996216,-49.54907227,-116.8879852,-6.511047363,71.68125916,137.1885376
330,328.0,22.43,-0.3209228516,0.7742919922,-0.5497131348,-0.08952331543,0.2426757813,-0.9743652344,-0.9239557981,0.9447422624,-1.270881772,-0.07388807088,0.02716637403,-0.08627150208,-318.0095215,-49.48672485,-116.8186493,-6.43081665,71.80673218,137.3402252
331,329.0,22.44,-0.3406066895,0.7548980713,-0.5824127197,-0.09803771973,0.2466583252,-0.9750213623,-0.8617520332,0.9458171129,-1.285095811,-0.08345387876,0.0301528424,-0.08388637751,-318.3339844,-49.37145996,-117.0349579,-6.278564453,71.68141174,137.0908813
332,330.0,22.45,-0.3330688477,0.7324371338,-0.642868042,-0.1069946289,0.2525939941,-0.9727325439,-0.7713568807,0.8564068079,-1.307509303,-0.08554393053,0.02369920351,-0.06813777238,-318.1455383,-49.3553009,-116.7537384,-6.031982422,71.74494934,137.0128326
333,331.0,22.46,-0.3407592773,0.7255249023,-0.6493530273,-0.1127929688,0.2595062256,-0.9698944092,-0.7666124701,0.7684098482,-1.333455086,-0.08993867785,0.01346867066,-0.04295838624,-317.9620972,-49.04264832,-116.7013855,-6.348358154,71.74015808,137.1605225
334,332.0,22.47,-0.3759307861,0.7145385742,-0.6499786377,-0.1172332764,0.266418457,-0.9664306641,-0.8462412953,0.5875322223,-1.353176951,-0.08347199112,0.006636064965,-0.0178967081,-317.7532959,-48.97935486,-116.3513336,-6.193374634,71.72219849,137.0682983
335,333.0,22.48,-0.3180999756,0.6770172119,-0.65675354,-0.1161499023,0.2687072754,-0.9680328369,-0.8910284638,0.4872151911,-1.421557069,-0.07518582791,0.006733536255,-4.154531416e-05,-317.6902466,-48.65859985,-116.7358093,-6.328521729,71.54614258,137.2272797
336,334.0,22.49,-0.2974853516,0.6752319336,-0.6500244141,-0.1098022461,0.2709350586,-0.9740142822,-0.892390132,0.5443016291,-1.43561554,-0.07448728383,0.005327919964,0.009839314967,-316.6341553,-48.56988525,-116.366394,-6.29838562,71.56950378,137.0678558
337,335.0,22.5,-0.3684997559,0.6858978271,-0.6495361328,-0.1036529541,0.272567749,-0.9826812744,-0.8517686725,0.6244955659,-1.477428317,-0.07685349882,0.01130991243,0.005730589852,-316.9381104,-48.8508606,-116.4837646,-6.010177612,71.68980408,137.1582947
338,336.0,22.51,-0.3641967773,0.6480560303,-0.6653747559,-0.09848022461,0.2704315186,-0.9878387451,-0.7740253806,0.681283474,-1.510528445,-0.08347092569,0.02798023634,-0.004245078657,-317.0345459,-48.73905945,-115.9681396,-6.516784668,71.78710938,137.2174225
339,337.0,22.52,-0.3721160889,0.603302002,-0.6732940674,-0.09599304199,0.2664337158,-0.9886016846,-0.7428347468,0.7269345522,-1.551330447,-0.08966570348,0.04578879476,-0.01984667592,-316.7610779,-48.46055603,-116.1795044,-6.222259521,71.74003601,137.2485199
340,338.0,22.53,-0.3470306396,0.553894043,-0.6524658203,-0.09579467773,0.2623901367,-0.9863433838,-0.7747132778,0.7164489031,-1.615587711,-0.09567672759,0.07415864617,-0.04218740016,-316.9649658,-48.14665222,-116.1784515,-6.066604614,71.80685425,137.3960724
341,339.0,22.54,-0.3305206299,0.5275421143,-0.5913238525,-0.09669494629,0.2593536377,-0.9861297607,-0.8343592882,0.5776023269,-1.632651687,-0.09983178973,0.1023420841,-0.0589293614,-316.375,-48.07196045,-115.4826355,-6.356933594,71.84318542,137.2189789
342,340.0,22.55,-0.3490753174,0.5433807373,-0.5256195068,-0.09614562988,0.2573699951,-0.9847259521,-0.8495462537,0.3885168433,-1.672925353,-0.1092220917,0.1151196659,-0.06278642267,-317.0598755,-47.89581299,-115.9702606,-6.085205078,71.8863678,137.2024231
343,341.0,22.56,-0.3434143066,0.5708007813,-0.4976654053,-0.09838867188,0.2574462891,-0.9755249023,-0.7672016025,0.2681387663,-1.670956254,-0.1177327558,0.117604658,-0.06492307037,-316.6013794,-47.63079834,-115.5735168,-5.831604004,71.99388123,137.2090454
344,342.0,22.57,-0.3366241455,0.6181640625,-0.4763641357,-0.0954284668,0.2564086914,-0.9714202881,-0.6662664413,0.2399073988,-1.657638311,-0.1290719658,0.1059136465,-0.05859966204,-316.3511353,-47.25030518,-115.6462555,-6.193527222,71.99035645,137.3256378
345,343.0,22.58,-0.3919525146,0.6198577881,-0.5086975098,-0.08911132813,0.259979248,-0.9667358398,-0.5759232044,0.2366431653,-1.66252327,-0.1347303838,0.09179516882,-0.05713891983,-316.5191345,-47.63722229,-115.8302917,-5.93901062,71.8769989,137.3526154
346,344.0,22.59,-0.4116821289,0.6067199707,-0.5880279541,-0.08711242676,0.2659759521,-0.9600524902,-0.5147661567,0.180066973,-1.697324157,-0.1318166256,0.08627789468,-0.0573919192,-316.0007935,-47.09971619,-115.3796997,-5.970001221,71.79374695,137.2485504
347,345.0,22.6,-0.371307373,0.6486816406,-0.6159667969,-0.08499145508,0.2657775879,-0.9509277344,-0.5134795308,0.110200271,-1.702438235,-0.1177356914,0.08781161159,-0.06541336328,-315.819458,-46.98155212,-115.5222168,-5.724136353,71.96525574,137.3620911
348,346.0,22.61,-0.3851776123,0.6893615723,-0.5838470459,-0.07823181152,0.2640991211,-0.9464263916,-0.5125991106,0.02417537756,-1.683626771,-0.1077927724,0.08236517757,-0.08349382877,-315.8252258,-46.87825012,-115.7253265,-5.855911255,72.09970093,137.382431
349,347.0,22.62,-0.3706359863,0.6804504395,-0.5532226563,-0.07290649414,0.2639923096,-0.9449157715,-0.4407230616,-0.03630980477,-1.696873784,-0.1050377339,0.06713589281,-0.1034065485,-315.7460938,-46.53546143,-115.7902069,-5.866195679,71.99423218,137.2562714
350,348.0,22.63,-0.3297271729,0.6869049072,-0.557220459,-0.07563781738,0.2640838623,-0.9432373047,-0.3036312461,-0.1323748231,-1.700957775,-0.1014557853,0.05976852402,-0.1212001964,-315.0563354,-46.54109192,-115.6242523,-6.041229248,71.92979431,137.3822021
351,349.0,22.64,-0.3593902588,0.720123291,-0.5613861084,-0.08149719238,0.261932373,-0.9419403076,-0.1918506622,-0.2091649324,-1.634903073,-0.09296322614,0.04967860505,-0.1264431626,-314.8867188,-46.3611908,-115.5789032,-5.624786377,72.11305237,137.3938446
352,350.0,22.65,-0.393951416,0.7536621094,-0.5567016602,-0.08737182617,0.2647857666,-0.9443817139,-0.179641664,-0.3052472472,-1.512396336,-0.08461954445,0.05027648807,-0.1325929314,-314.8574829,-46.11804199,-115.6812592,-5.846191406,71.87481689,137.5617828
353,351.0,22.66,-0.419921875,0.7646942139,-0.5980072021,-0.09092712402,0.2706756592,-0.9515991211,-0.2253332585,-0.3771374226,-1.417630434,-0.08188927174,0.0509894155,-0.1327833533,-314.826416,-45.65432739,-116.1600342,-5.005935669,72.14659119,137.531723
354,352.0,22.67,-0.3999938965,0.7642822266,-0.6845397949,-0.09400939941,0.2721099854,-0.9586639404,-0.2822226286,-0.4010449052,-1.33782959,-0.08345707506,0.04846074432,-0.1306171268,-313.7318115,-45.46826172,-115.8684692,-5.394348145,72.15530396,137.4833527
355,353.0,22.68,-0.3655853271,0.7521209717,-0.7710113525,-0.09858703613,0.2754821777,-0.9586639404,-0.3234851062,-0.3489084542,-1.238815665,-0.08140191436,0.04609319195,-0.1292458773,-313.8137207,-45.02786255,-115.8644257,-4.925506592,72.17578125,137.374527
356,354.0,22.69,-0.3304595947,0.7582550049,-0.8214111328,-0.09790039063,0.2784729004,-0.9506072998,-0.3516174257,-0.2619525194,-1.136801243,-0.07448275387,0.03430391103,-0.1283233464,-313.3881531,-44.97702026,-115.8961334,-5.480056763,72.15357971,137.5141144
357,355.0,22.7,-0.3741149902,0.7822265625,-0.829284668,-0.0970916748,0.2826843262,-0.9509277344,-0.4028017819,-0.2350170463,-1.011343718,-0.06401760131,0.02434102632,-0.1256029308,-312.4595947,-44.91275024,-115.9669495,-5.195541382,72.32443237,137.4842834
358,356.0,22.71,-0.3762664795,0.7801055908,-0.7951965332,-0.09684753418,0.2842254639,-0.9532470703,-0.5093708038,-0.22087726,-0.8932119608,-0.05868301913,0.01806555316,-0.124847658,-312.3783569,-44.66404724,-116.29599,-5.084899902,72.50349426,137.5388031
359,357.0,22.72,-0.3430480957,0.7351226807,-0.7722167969,-0.09703063965,0.2840270996,-0.9570922852,-0.6204848289,-0.2105732113,-0.7750475407,-0.05218650401,0.02511360869,-0.1277651489,-312.175415,-44.35435486,-116.0758057,-5.241989136,72.27828979,137.4793701
